Epoch,PSNR,SSIM
1,18.239239248640686,0.4987623712917169
2,18.775004901747568,0.5466226855913798
3,18.906066763495986,0.5603590162595113
4,19.198841565932096,0.590637017374947
5,19.594194074402147,0.6153445198422387
6,19.744832654260946,0.6252462651616051
7,19.886319575079156,0.6345658628145854
8,20.025636253568294,0.6444304858502887
9,20.09489869142814,0.651219817456745
10,20.361274740006536,0.6665974978605906
11,20.545463648864715,0.6793588774544852
12,20.93754801737505,0.7018245525587172
