FileName,psnr,ssim,fd
2285.h5,19.790253591257844,0.64252496,1.820148903950782
2286.h5,20.900654504088653,0.73981595,1.464740381422454
2287.h5,22.95376778787751,0.730272,1.2665224601758047
2288.h5,14.223696431743836,0.6295424,1.8063011451852506
2289.h5,13.268176096234159,0.3533847,2.113260204150366
2290.h5,19.303994005715705,0.65873647,2.315025793492805
2291.h5,22.072209967228407,0.77248454,1.1611657296267108
2292.h5,15.906923306422932,0.6889585,1.6144650988311828
2293.h5,19.63510015789621,0.6703769,1.7504979365995752
2294.h5,15.439371999766305,0.5578073,1.815322102638637
2295.h5,19.118437162232865,0.6060635,2.058515950208631
2296.h5,20.718181044055846,0.7959195,1.1776428013645668
2297.h5,18.895273043211393,0.64346004,2.2310634165622663
2298.h5,17.356330316886247,0.7753565,1.3327723220460055
2299.h5,21.639431108530832,0.78017116,1.5525477976829316
2300.h5,19.418822963672365,0.7590951,1.413030323102571
2301.h5,22.088834930834757,0.74466574,1.4580150127020362
2302.h5,16.308487703907126,0.32142037,2.176599991455425
2303.h5,19.669274761530705,0.58515155,1.9254184923956355
2304.h5,18.093493658494072,0.6953877,1.7043921728222382
2305.h5,21.131218171476952,0.7343014,1.5302932591430125
2306.h5,19.574675517658765,0.7930208,1.5697949787695382
2307.h5,17.2163538759655,0.6883441,1.592285776949379
2308.h5,19.319997957013022,0.78645957,1.3003596236206787
2309.h5,20.848185839814487,0.6474439,1.7214327930228963
2310.h5,21.8620038485156,0.7722534,1.5268094152983493
2311.h5,21.861267106002554,0.79314184,1.408148855637684
2312.h5,19.6300757165713,0.8671229,1.0977306229214252
2313.h5,19.768251148435645,0.6690695,1.839310802721564
2314.h5,19.073071194898464,0.66993314,1.5522397276155229
2315.h5,17.887876312279563,0.46360323,2.4287591828221453
2316.h5,19.897331951343663,0.67527384,1.5832539041672802
2317.h5,15.83303112616119,0.45293623,2.8717295521487864
2318.h5,21.989978925219088,0.77367926,1.4063079046311926
2319.h5,19.382149033961355,0.7394023,1.8347464210709754
2320.h5,20.334777909536434,0.6382692,1.6593985402371272
2321.h5,21.386245158503357,0.74512714,1.5404451085512911
2322.h5,16.431130236469077,0.6729877,1.517974996908462
2323.h5,22.713765371562754,0.7889626,1.2149380241846324
2324.h5,20.335795522428818,0.76798713,1.40018994301595
2325.h5,18.284723147442687,0.49009478,1.6319588867735149
2326.h5,20.348201239599298,0.85114557,1.3504002458504176
2327.h5,21.249929754130488,0.624599,1.4095101420253888
2328.h5,23.9811733301168,0.83036214,0.8200602062446346
2329.h5,18.762669257499425,0.6523497,1.8353352434350714
2330.h5,18.998366171458137,0.7523204,1.4580575173195183
2331.h5,20.624844991084125,0.7405567,1.0987782910993094
2332.h5,22.578790132949756,0.67965007,1.3355044531285647
2333.h5,19.99565868304968,0.6968411,1.6830417219386473
2334.h5,22.38668969187708,0.7486321,1.3194899683207373
2335.h5,17.498037505159928,0.5821289,2.4970600305746693
2336.h5,18.721371066340136,0.66592014,2.035068312465752
2337.h5,16.206546061244712,0.60097224,2.5642819495592595
2338.h5,19.37951017498269,0.6433016,1.5797218234096522
2339.h5,23.23461194253561,0.8094281,1.2751827543257002
2340.h5,19.08842201982789,0.5618248,1.617019071835053
2341.h5,16.487094685258505,0.6860074,2.230097751769633
2342.h5,19.23022211015694,0.6999855,1.7362673597838687
2343.h5,20.270155043827632,0.7619369,1.5480791031266454
2344.h5,19.586627328816355,0.73659563,1.681993592189064
2345.h5,21.013152796878636,0.78960985,1.571299639702942
2346.h5,16.438643160312573,0.4266463,2.382008438213495
2347.h5,21.323651726147645,0.80246174,1.6285432281255652
2348.h5,17.192426660300043,0.5065063,2.58791558040972
2349.h5,16.851121198284638,0.5897499,1.8433902784451055
2350.h5,19.688998540383704,0.79845655,1.1517397185105045
2351.h5,20.169859608539333,0.71531564,1.5437424646075921
2352.h5,16.527269518012545,0.44553912,2.9382579087297866
2353.h5,21.557847862999363,0.7177925,1.8047181145135878
2354.h5,18.25554085459874,0.37133187,1.739135874988348
2355.h5,22.116862553761486,0.7798618,1.5579254653203205
2356.h5,20.668756052768536,0.6715524,1.8052237339102424
2357.h5,23.473569649628768,0.8004587,1.3867088848296192
2358.h5,23.82823121056804,0.86150277,0.9584614104157789
2359.h5,20.97197108038369,0.72582424,1.3426681367149498
2360.h5,17.07222555069891,0.5738977,2.243273756848772
2361.h5,17.049952398019173,0.73021287,1.3138288237555735
2362.h5,22.61742294827759,0.8037821,1.2494301182340106
2363.h5,16.156213869612948,0.43654594,1.733747844173625
2364.h5,17.856548198142285,0.61290646,1.6959942281338658
2365.h5,21.20824575647843,0.81185067,0.9445798612889029
2366.h5,20.179191830749893,0.6672486,2.036422570878143
2367.h5,17.366442725362948,0.4740976,2.0412669892743236
2368.h5,23.613944330306204,0.7343892,1.2541947705755079
2369.h5,20.239519640343033,0.7153777,1.6010651896196104
2370.h5,20.60351051864317,0.7562785,1.587146350038125
2371.h5,20.19210402812068,0.68094325,1.4277069459703289
2372.h5,16.428593387633228,0.666693,2.111763354094875
2373.h5,18.138956780210044,0.51798725,1.7952756147903697
2374.h5,16.88953120683911,0.6856725,1.832869190806425
2375.h5,19.216759559983938,0.7468871,1.5496009960451407
2376.h5,21.84867613283189,0.87031156,1.016460413831674
2377.h5,19.861268368937274,0.6636523,1.8691971594268693
2378.h5,21.498225809573135,0.68738353,1.6407802019834812
2379.h5,19.477048050579203,0.74439114,1.4165379511664784
2380.h5,16.632213487965764,0.5747171,1.929917037483182
2381.h5,18.451543553536663,0.52911747,2.0730581803959165
2382.h5,20.426671130866048,0.62536764,2.0030084619526605
2383.h5,19.888451142182205,0.5378132,1.704172723565911
2384.h5,20.250141588217147,0.76175094,1.5329896191841417
2385.h5,19.470546795884957,0.69942886,1.5958568539823819
2386.h5,18.058187561265125,0.65540564,1.4557796921521415
2387.h5,20.440688607403104,0.7793379,1.5015395186207812
2388.h5,21.998397313215413,0.77333134,1.5851177515658494
2389.h5,17.254576521300066,0.6753414,1.7362881950996445
2390.h5,19.047836648545243,0.63121825,2.06892826869834
2391.h5,21.198939710170464,0.70040405,1.5995499771848276
2392.h5,22.118914995149748,0.82517076,1.0873148078645347
2393.h5,26.87938800387455,0.8811872,0.8235901776705457
2394.h5,19.811238660064703,0.72598636,1.659253502013987
2395.h5,19.376417764701944,0.7505749,1.8811183461608887
2396.h5,20.052194438328673,0.67928195,1.8747504496487977
2397.h5,22.417079053991912,0.75152636,1.3560011224231299
2398.h5,19.938948819545345,0.6574974,1.7681499350038186
2399.h5,17.676898318226254,0.7208679,1.4634361881493088
2400.h5,24.96264338071515,0.8674567,0.8582287558382513
2401.h5,16.680183066432413,0.559878,2.455082622604844
2402.h5,22.587210930735573,0.7285906,1.3303473650008177
2403.h5,13.673446130497624,0.36843675,2.895616250558859
2404.h5,21.373579730890135,0.8665385,1.2576009151293241
2405.h5,20.50793098535591,0.7872205,1.202057563817617
2406.h5,18.602878671313682,0.6278069,1.9730719033403847
2407.h5,23.712700469895655,0.8145839,1.1520142065319396
2408.h5,19.596549022594708,0.6996703,1.7235369437013985
2409.h5,18.60709320092669,0.51122034,1.6441544002175166
2410.h5,20.82972920672651,0.7266977,1.4744163240586294
2411.h5,16.31409317450151,0.37390727,2.22103666495166
2412.h5,18.679757811834364,0.72213495,1.4482551755884157
2413.h5,22.498580419177525,0.78843874,1.5490102551314764
2414.h5,16.720262478816984,0.6279372,2.115686113725365
2415.h5,18.785822881033255,0.7617948,1.3511479852471893
2416.h5,17.21585063665337,0.43555093,2.346695727622267
2417.h5,21.585297670751725,0.66360396,1.5403187754706738
2418.h5,21.66744646714161,0.8298296,1.3062209693095255
2419.h5,19.787540849199996,0.7529737,1.3475325186312859
2420.h5,19.70130244732738,0.6760502,1.7556757312777407
2421.h5,21.504674811549318,0.85327303,1.0679352173458623
2422.h5,21.942721707477308,0.78245664,1.482117733609529
2423.h5,20.869555629597983,0.6387338,1.6050810599881704
2424.h5,17.56828333710145,0.6196611,1.8531619956180414
2425.h5,19.266027015455755,0.6197823,1.6109111771550453
2426.h5,20.33589384459267,0.60461926,1.825354312867876
2427.h5,18.20295633909517,0.6566014,1.6831746174809317
2428.h5,21.933019947188615,0.6776577,1.6997476475244848
2429.h5,16.13984063890752,0.7526505,1.5803893552844888
2430.h5,16.36516140481079,0.607882,2.1521622578912223
2431.h5,21.565316562480128,0.76816916,1.4375012041742812
2432.h5,20.065512441593633,0.7118764,1.9070729183962922
2433.h5,18.885472640751452,0.6253418,1.6431831016166376
2434.h5,24.32565502425821,0.84877986,1.1871877848676509
2435.h5,22.717145488835392,0.75138277,1.1965198277260203
2436.h5,19.046656344181827,0.5956267,2.248767285505466
2437.h5,17.7635275952157,0.8381471,1.0646400109073784
2438.h5,23.83742762312895,0.7916857,1.269357979506049
2439.h5,20.373734830732136,0.8426105,1.0713420818164796
2440.h5,18.057335152750063,0.60265857,2.1952018241296254
2441.h5,19.814695601610214,0.70965385,1.4085832174136477
2442.h5,19.794535935436247,0.57894933,1.8937343706635474
2443.h5,20.55852478707187,0.8163271,1.3922767843462545
2444.h5,20.246854490467136,0.700595,1.3809290005458015
2445.h5,19.0940371379496,0.76482165,1.4607342705018218
2446.h5,20.953492775721774,0.7762346,1.2552227309870723
2447.h5,16.371345662410796,0.4719882,2.1741919948093265
2448.h5,21.410454802408026,0.75562465,1.4213206226239827
2449.h5,18.409734033943202,0.6917945,1.810108689370119
2450.h5,19.45868625422696,0.7282562,1.6224457917667598
2451.h5,18.558681041038,0.6231743,2.325758576085368
2452.h5,19.617779438170555,0.544731,1.704282698865788
2453.h5,20.3066237578656,0.6336477,1.7826537965249152
2454.h5,21.49158165588417,0.83328974,1.1533359667525147
2455.h5,16.930117175602703,0.48259735,1.9745718390829434
2456.h5,16.143656695814926,0.5702544,2.0734972815260724
2457.h5,20.953796056841032,0.67257845,1.628093182486824
2458.h5,18.09825062140839,0.48625797,2.1506491524279725
2459.h5,16.68950939886393,0.56605345,2.0027331208451913
2460.h5,20.990188446090293,0.80117834,1.2921838431652757
2461.h5,18.88544635564881,0.60371804,1.7256585102457556
2462.h5,18.958248419482196,0.8246951,1.0960149906517571
2463.h5,19.964141163088133,0.66967267,1.7192076165971573
2464.h5,19.4231015388874,0.6092881,1.2211453571917443
2465.h5,21.15345526181703,0.8775251,1.0164061824259822
2466.h5,19.709425472756013,0.7278375,1.5171101781902432
2467.h5,19.61670246982691,0.7578823,1.3794031958826583
2468.h5,20.831974195717407,0.66492057,1.4872279224278897
2469.h5,22.887927716143416,0.7612309,1.4266481636028494
2470.h5,20.616194860442132,0.7741708,1.3388080917055452
2471.h5,17.187931238194658,0.7153025,1.600916319429635
2472.h5,21.009510706582184,0.76786196,1.2054588203274763
2473.h5,20.099932023769803,0.7926167,1.684165379704945
2474.h5,17.67028375775,0.6305698,2.1039487811046786
2475.h5,21.378338688492995,0.87284315,0.9850438980172719
2476.h5,16.162149892663532,0.28556278,2.2468608842816877
2477.h5,20.45602131355798,0.5660613,1.6556611395757588
2478.h5,20.42074888838272,0.723484,1.4578084551852997
2479.h5,22.24403451288584,0.69978166,1.2365673046855026
2480.h5,22.697585307268504,0.800684,1.4162811511679363
2481.h5,22.708457505035746,0.78277695,1.2095774130704575
2482.h5,19.509246635385516,0.61976516,1.8186360494717781
2483.h5,20.488874811303447,0.56554437,1.7376225202922386
2484.h5,21.339149094634,0.75164425,1.3879659807203635
2485.h5,16.901974762551745,0.65477383,1.6326486664766553
2486.h5,24.674517731729622,0.83501095,1.1439467421654261
2487.h5,19.66787207182969,0.6902399,1.6344099740751987
2488.h5,22.52765050654515,0.8175458,1.6306346666878453
2489.h5,21.4488125940267,0.71047306,1.5713370179452568
2490.h5,18.532350628610573,0.6538653,1.9937122626753705
2491.h5,20.195697714175395,0.654403,1.41301138634758
2492.h5,23.416719267736042,0.77790487,1.2434045960017377
2493.h5,22.46875554992988,0.84084576,1.1606197013314952
2494.h5,18.396205670664646,0.6219515,2.1436527162089907
2495.h5,20.851393912603683,0.68537277,1.675196173713058
2496.h5,20.86504657691315,0.6826767,1.3833092761538281
2497.h5,21.05272178568555,0.83881617,1.324503545870082
2498.h5,18.494708309845077,0.6757935,1.8172869720604419
2499.h5,18.940713131756418,0.62408584,2.1111938613556416
2500.h5,17.149966669636225,0.524932,2.2274158254479
2501.h5,19.00222919222073,0.85045457,1.0024941982943099
2502.h5,17.13096563088229,0.4796626,2.219746384050092
2503.h5,19.361786834177966,0.74443233,1.5325641157758034
2504.h5,18.015886027676373,0.5720396,1.6496067653999114
2505.h5,22.206296385147716,0.7883633,1.37918302291268
2506.h5,24.10914854875908,0.8831029,0.8917255969310837
2507.h5,21.6077626866764,0.6994833,1.549297847048208
2508.h5,20.0223851453574,0.74290955,1.3833816010132052
2509.h5,19.313395222550035,0.6446824,1.5274096836785922
2510.h5,19.139174927518255,0.56129825,2.1124565117648277
2511.h5,25.050380294652893,0.8735512,1.1065638402485956
2512.h5,23.571331886559108,0.8427427,1.3010698122358408
2513.h5,19.385874012240045,0.79524976,1.3804972659855668
2514.h5,18.23860891210805,0.5879678,1.4935031482034746
2515.h5,18.19719103190658,0.7209909,1.4799070448634863
2516.h5,15.613441065311767,0.49351242,2.4796171183045628
2517.h5,17.066570174976544,0.58149695,2.121743916461806
2518.h5,20.841759119595807,0.8111677,1.1712554761584315
2519.h5,19.082279761088444,0.7724639,1.294368989855538
2520.h5,16.596932773411343,0.39813468,1.7941357933764221
2521.h5,21.563770889914736,0.8624553,1.0192213060472266
2522.h5,17.312631520083844,0.48809794,1.8594387889531458
2523.h5,22.103002378818847,0.8525491,1.1338923471703704
2524.h5,20.000177662270215,0.7041481,1.5712784742313979
2525.h5,19.798061838831458,0.69829595,2.1057065579289125
2526.h5,16.18006923391044,0.5842074,1.9345595295474185
2527.h5,19.331005338844708,0.7140712,1.7181817866514972
2528.h5,17.784413768950902,0.573816,1.564509294643089
2529.h5,21.573090663600553,0.80133903,1.4778513214568703
2530.h5,19.037984422114484,0.50328934,1.8131250848079659
2531.h5,20.689914055410696,0.68693495,1.253648869146007
2532.h5,20.50760410404864,0.7125046,1.9295052255975733
2533.h5,16.889252962521002,0.48416114,2.29651674603211
2534.h5,23.15551886480492,0.7730888,1.3948888925178689
2535.h5,15.222352376201528,0.47641832,2.0836684130860643
2536.h5,21.55802937939059,0.6999463,1.5445842697302596
2537.h5,17.729500057348385,0.6569394,1.627610638211871
2538.h5,24.826068426865973,0.8302034,0.8162657134196535
2539.h5,22.046602934477395,0.7879473,1.3479583949130576
2540.h5,18.508750646035452,0.7351425,1.5771567171072052
2541.h5,22.759337922618712,0.8183706,1.2878459244358955
2542.h5,21.53622132085783,0.8936316,0.8146362295797039
2543.h5,18.79080449633822,0.86621064,0.8434764713335298
2544.h5,19.97030226463514,0.7162057,1.5025271731842795
2545.h5,16.173671919531095,0.6184243,1.6635039118983792
2546.h5,22.370112564127535,0.8184689,1.2142715929793568
2547.h5,21.508058307706026,0.7207493,1.6956389989485285
2548.h5,19.639589867339403,0.57505816,1.8552457142183048
2549.h5,20.943298839153485,0.82372814,1.394718083925616
2550.h5,20.756613151729624,0.7760711,1.3364166690952801
2551.h5,21.487541244862708,0.6594818,1.578643043664564
2552.h5,18.153027508847245,0.51002926,2.38028899771708
2553.h5,20.86750301034826,0.7059497,1.2914169308003542
2554.h5,27.391440791999038,0.92545915,0.8209875403589162
2555.h5,13.938750241869034,0.3412942,2.6405321828673185
2556.h5,15.253291826563588,0.67850995,1.602194524863244
2557.h5,19.197316541148027,0.652547,1.7025884381629872
2558.h5,16.578769519979105,0.5433917,1.6725745287317233
2559.h5,20.606007966120995,0.73958457,1.493236209182558
2560.h5,21.934618827047263,0.7692177,1.7185077176142605
2561.h5,15.496382781782858,0.37056574,2.1355152783301214
2562.h5,19.600393605930854,0.8522177,1.2226149962510957
2563.h5,21.261214024706916,0.71240485,1.3246951761801384
2564.h5,19.3614201990341,0.57568324,2.0072959433335074
2565.h5,17.67219451124044,0.45949805,2.244750576983195
2566.h5,23.124155365703988,0.7883398,1.3871959593866294
2567.h5,18.404371186479473,0.65057826,1.4148976286862736
2568.h5,16.977209130742853,0.47664866,1.7673863976904207
2569.h5,19.474803544840654,0.7947993,1.434842211356739
2570.h5,20.502617101660746,0.70806754,1.6503491744840029
2571.h5,19.829159872699144,0.68576956,1.6219275733652474
2572.h5,22.611997865391743,0.7215557,1.3259392465048483
2573.h5,20.043559830834017,0.7048676,1.7199365039814687
2574.h5,22.40417065928728,0.7596561,1.2228774187623284
2575.h5,17.49782789678426,0.4098366,1.987364113555359
2576.h5,19.856253704928328,0.69845045,1.807292893683063
2577.h5,17.10260555107091,0.57637256,1.9829834398258492
2578.h5,23.34411639957931,0.8115224,1.3939814565338384
2579.h5,20.619633905714355,0.7216137,1.9550390854381752
2580.h5,18.994538992211115,0.67611873,1.92662716475078
2581.h5,22.20473374527103,0.8386648,1.0986217233300535
2582.h5,20.34296970482517,0.6010965,1.6588554077415951
2583.h5,20.38936474377488,0.66751206,1.8340051305375642
2584.h5,24.18252943471334,0.8216362,1.2104730472931722
2585.h5,20.266179714292505,0.7011748,1.8606267880751042
2586.h5,16.422800992298868,0.6090609,1.6482691435361365
2587.h5,23.106280781312712,0.8130316,1.3484916331448233
2588.h5,21.15764913730157,0.8221526,1.3940783750444126
2589.h5,18.111080424575526,0.6818075,1.98323886542898
2590.h5,20.567978414119324,0.86556095,1.1719912484943023
2591.h5,19.330528618334533,0.6369027,2.073108684047047
2592.h5,18.12160813898322,0.53327024,2.2957157216646125
2593.h5,20.039154676931425,0.83189416,1.25090493604216
2594.h5,17.27337042594133,0.78801095,1.4664921859772995
2595.h5,17.90270059995163,0.555822,2.096913846601497
2596.h5,21.404313719684605,0.74480575,1.6575695616019424
2597.h5,18.735215961970102,0.5329418,1.8146941453334542
2598.h5,16.19299724481505,0.6119325,1.788309692116364
2599.h5,23.060607252679265,0.74223214,1.3563816727216171
2600.h5,23.324767259161767,0.7640016,0.8886689598726855
2601.h5,17.305701738376587,0.64404285,1.8378131631522554
2602.h5,18.154247148757797,0.73973715,1.450595271150424
2603.h5,20.04097328261723,0.6562724,1.8010199280725931
2604.h5,19.70435402806146,0.8303217,1.4029610324935304
2605.h5,20.870350755322143,0.6170164,1.703361555056305
2606.h5,18.889012882421437,0.65768474,1.7400832481221178
2607.h5,18.06949987183907,0.5669298,1.6154179990238307
2608.h5,19.069478303677656,0.5380284,1.7878208758646716
2609.h5,19.609485012090044,0.6559367,1.5464657724667223
2610.h5,19.267822025812976,0.67870593,1.8035509045170999
2611.h5,15.72434292471799,0.72546303,1.1903000796580094
2612.h5,20.25677002894705,0.6789665,1.3526776299292054
2613.h5,23.59670637402827,0.8614471,1.053794444480718
2614.h5,20.839400619951817,0.7397858,1.3991607035606892
2615.h5,20.886164870390537,0.7405081,1.87162850775392
2616.h5,20.994895504682752,0.762158,1.4303978908507615
2617.h5,20.02793658810711,0.5874059,1.9076378865909946
2618.h5,19.505994065557438,0.6676825,1.9171998923892837
2619.h5,20.80711787946114,0.6874006,1.8603858549639174
2620.h5,19.60727706959056,0.69378626,1.8716132751854415
2621.h5,20.955050717052657,0.7374443,1.728680209068251
2622.h5,20.23599671388192,0.7088374,1.934895479775953
2623.h5,18.807028177008412,0.6125635,1.8706304796248219
2624.h5,23.192868940609706,0.7851135,1.3840579035463245
2625.h5,20.210986202829947,0.6846564,1.523655322857042
2626.h5,15.830726103343022,0.7954534,1.171898284973961
2627.h5,20.379979517733187,0.62146306,1.5575087264925658
2628.h5,19.166624661896872,0.7286206,1.514511455200927
2629.h5,19.543152000856363,0.5348935,1.806456146902419
2630.h5,14.881717656936251,0.47277808,2.568949955850133
2631.h5,20.301753764914068,0.74978006,1.7333484468077196
2632.h5,19.975270263808177,0.5436392,1.4526554930882452
2633.h5,21.6290642062061,0.78559875,1.64353511414678
2634.h5,19.82857738988326,0.7157331,1.383531651577645
2635.h5,20.307031790662492,0.66347766,1.826566791000765
2636.h5,16.246085519033763,0.52822816,1.6977697908595104
2637.h5,20.804222694148685,0.76895297,1.6148546685600327
2638.h5,19.21127367964997,0.6750896,1.540574689266874
2639.h5,20.740091610686214,0.68065715,1.5057232650715364
2640.h5,16.020885897930555,0.6273979,2.210375618039658
2641.h5,17.003831769151855,0.59361213,1.6033794928206682
2642.h5,17.923801170067264,0.76060283,1.350992838297394
2643.h5,18.146117751498267,0.641506,1.8095325492418641
2644.h5,19.07005389384082,0.7634948,1.586596959920375
2645.h5,17.660483903917253,0.6446284,1.6371312918621594
2646.h5,19.326075976321807,0.806847,1.4223729649248043
2647.h5,19.483049489773975,0.83535063,1.255032139748384
2648.h5,19.19734343837002,0.55404097,2.030937881579166
2649.h5,23.262181822739393,0.7332073,1.4108027751590984
2650.h5,23.038220668716825,0.7544933,1.3415946507312926
2651.h5,24.388800033607254,0.77074933,1.2156338681197252
2652.h5,18.041239629135116,0.6548879,2.355150403929696
2653.h5,17.744834932257145,0.52614254,2.0970519772590235
2654.h5,16.955598966928285,0.5086907,2.3807001029884005
2655.h5,21.70151394512888,0.7801646,1.6736544942366525
2656.h5,20.085707832839446,0.6018018,1.9030315968188716
2657.h5,19.543706897825924,0.6484207,1.814630388637488
2658.h5,21.14489142401289,0.8365047,1.389131579381299
2659.h5,19.085181719800907,0.68533254,2.0281576840110076
2660.h5,21.906100550442847,0.9016144,0.6203103821214025
2661.h5,20.120337552659834,0.7088225,1.4786391431982557
2662.h5,19.100541620033134,0.6881901,1.6654007505686668
